id,author,birthDate,deathDate,gender,birthPlace,last,first
1600,スノウジョン,1813-03-15,1858-06-16,male,York,Snow,John
2010,スミスコードウェイナー,1913-07-11,1966-08-06,male,Milwaukee,Smith,Cordwainer
142,関富士子,,,,,Seki,Fujiko
1209,ソローヘンリー・デイビッド,1817-07-12,1862-05-06,male,Wheeler-Minot Farmhouse,Thoreau,Henry David
2016,ダ・ヴィンチレオナルド,1452-04-15,1519-05-02,male,Anchiano,da Vinci,Leonardo
69,高野敦志,1963-00-00,,,,Takano,Atsushi
1690,高橋竜雄,1868-00-00,1946-00-00,male,Hokkaido,Takahashi,Tatsuo
59,高橋悠治,1938-00-00,,male,東京都,Takahashi,Yuji
71,立花実,1933-00-00,1968-00-00,,,Tachibana,Minoru
1765,田辺竜子,1869-02-04,1943-07-18,,,Tanabe,Tatsuko
1952,チェンバースロバート・Ｗ,1865-05-26,1933-12-16,male,Brooklyn,Chambers,Robert W.
1236,チャペックカレル,1890-01-09,1938-12-25,male,Malé Svatoňovice,Capek,Karel
66,束原和多志,,,,,Tsukahara,Watashi
117,津野海太郎,1938-04-06,,male,福岡県,Tsuno,Kaitaro
113,鶴岡雄二,1953-00-00,,,,Tsuruoka,Yuji
1150,吉田秀夫,1906-00-00,1953-00-00,male,,Yoshida,Hideo
41,徳永真一,1973-00-00,,,,Tokunaga,Shin'ichi
1800,米川正夫,1891-11-25,1965-12-29,male,,Yonekawa,Masao
55,富田倫生,1952-04-20,2013-08-16,male,広島市,Tomita,Michio
1660,中島徳蔵,1864-03-09,1940-05-31,male,,Nakajima,Tokuzo
62,西川光男,,,,,Nishikawa,Mitsuo
1237,ニューヨーク・サン紙,,,,,The New York Sun,
1784,ノイバーガーマクス,1868-12-08,1955-05-15,male,Vienna,Neuburger,Max
1739,野口英司,,,,,Noguchi,Eiji
1963,信時潔,1887-12-29,1965-08-01,male,大阪市,Nobutoki,Kiyoshi
2036,パイパーヘンリー・ビーム,1904-03-23,1964-11-06,male,Altoona,Piper,Henry Beam
723,芳賀矢一,1867-06-12,1927-02-06,male,,Haga,Yaichi
144,畑仲哲雄,1961-09,,male,大阪市,Hatanaka,Tetsuo
1721,ハッサルアーサー・ヒル,1917-12-13,1894-04-09,male,Teddington,Hassall,Arthur Hill
1725,ハバードエルバート,1856-06-19,1915-05-07,male,Bloomington,Hubbard,Elbert
143,浜野サトル,,,,,Hamano,Satoru
28,早見秋,1969-00-00,,,,Hayami,Aki
1850,バルザックオノレ・ド,1799-05-20,1850-08--18,male,Tours,Balzac,Honoré de
193,久森謙二,1940-08-09,,,,Hisamori,Kenji
138,翡翠,,,unknown,,Hisui,
2033,ヒュームデイヴィッド,1711-05-07,1776-08-25,male,Edinburgh,Hume,David
2008,平光吾一,1887-11,1967-05-12,,,Hirako,Goichi
56,平田剛士,1964-00-00,,male,広島市,Hirata,Tsuyoshi
887,ピランデルロルイジ,1867-06-28,1936-12-10,male,Agrigento,Pirandello,Luigi
1036,フィッツジェラルドフランシス・スコット,1896-9-24,1940-12-21,male,Saint Paul,Fitzgerald,Francis Scott
1917,福永信,1972-06-22,,male,東京都,Hukunaga,Thin
110,藤井貞和,1942-00-00,,male,東京,Fujii,Sadakazu
7,藤下真潮,1961-00-00,,,,Fujishita,Mashio
1885,藤野古白,1871-09-22,1895-04-12,male,,Fujino,Kohaku
2003,藤村操,1886-07-20,1903-05-22,male,北海道,Fujimura,Misao
127,藤本和子,1939-00-00,,female,東京都,Fujimoto,Kazuko
109,冬佳彰,,,,,Fuyu,Yoshiaki
915,プラトン,-0427-00-00,-0347-00-00,male,Athens,Plato,
1687,ブリュノフジャン・ド,1899-12-09,1937-10-16,male,14th arrondissement of Paris,Brunhoff,Jean de
2052,プリリューエドゥアール・エルネ,1829-01-11,1915-10-07,male,former 1st arrondissement of Paris,Prillieux,Édouard Ernest
1728,ベスコフエルサ,1874-02-11,1953-06-30,female,Maria Magdalena parish,Beskow,Elsa
1847,ヘミングウェイアーネスト・ミラー,1899-07-21,1961-07-02,male,Oak Park,Hemingway,Ernest Miller
1735,ベルトランアロイジウス,1807-04-20,1841-04-29,male,Ceva,Bertrand,Aloysius
1238,ボームライマン・フランク,1856-05-15,1919-05-06,male,Chittenango,Baum,Lyman Frank
1505,ポタービアトリクス,1866-07-28,1943-12-22,female,South Kensington,Potter,Beatrix
2043,ホワイトフレッド・Ｍ,1859-00-00,1935-00-00,,,White,Fred M
1661,増田惟茂,1883-12-29,1933-08-06,male,愛媛県,Masuda,Koreshige
167,町野修三,1943-11-18,2002-12-05,,,Machino,Shuzo
2009,マッケナリチャード・ミルトン,1913-05-09,1964-11-01,,,McKenna,Richard Milton
103,松平維秋,1946-00-00,1999-10,male,Mikawa Province,Matsudaira,Tadaaki
2051,松本竣介,1912-04-19,1948-06-08,male,東京都,Matsumoto,Shunsuke
1720,松本たかし,1906-01-05,1956-05-11,male,東京,Matsumoto,Takashi
1844,ミーゼスルートヴィヒ・フォン,1881-09-29,1973-10-10,male,Lviv,Mises,Ludwig Heinrich Edler von
1976,三木露風,1889-06-23,1964-12-29,male,龍野町,Miki,Rofu
1997,三岸好太郎,1903-04-18,1934-07-01,male,北海道,Migishi,Kotaro
1279,ミドルトンリチャード・バラム,1882-10-28,1911-12-01,male,,Middleton,Richard Barham
1740,宮川典子,1979-04-05,2019-09-12,female,山梨市,Miyakawa,Fumiko
1960,ミルンアラン・アレクザンダー,1882-01-18,1956-01-31,male,London,Milne,Alan Alexander
1992,森律子,1890-10-30,1961-07-22,female,東京都,Mori,Ritsuko
79,森野光,,,,,Morino,Mitsuru
1848,モンテーニュミシェル・エケム・ド,1533-02-28,1592-09-13,male,Saint-Michel-de-Montaigne,Montaigne,Michel Eyquem de
198,山本洋,1956-00-00,,unknown,,Yamamoto,Hiroshi
191,山本光夫,1959-00-00,,,,Yamamoto,Mitsuo
2013,吉岡禅寺洞,1889-07-02,1961-03-17,male,福岡県,Yoshioka,Zenjido
1699,ラヴクラフトハワード・フィリップス,1890-08-20,1937-03-15,male,Providence,Lovecraft,Howard Phillips
336,ラティガンテレンス,1911-06-10,1977-11-30,male,London,Rattigan,Terence
1239,ラングアンドルー,1844-03-31,1912-07-20,male,Selkirk,Lang,Andrew
1688,リヴィングストン・ジュニアヘンリー,1748-10-13,1828-02-29,male,Poughkeepsie,"Livingston, Jr.",Henry
339,ルターマルチン,1483-11-10,1546-02-18,male,Eisleben,Luther,Martin
29,レイモンドエリック,1957-12-04,,male,Boston,Raymond,Eric
1859,レ・ファニュジョゼフ・シェリダン,1814-08-28,1873-02-07,male,Dublin,Le Fanu,Joseph Sheridan
